rozrusznik nie kręci,światła się nie palą,opona łysa z jednej strony,samochód stał na mrozie,brak powietrza w kole,niski poziom oleju,biegi nie chcą się zmieniać,sprzęgło lekko się wciska,samochód zjeżdza z górki,głośny silnik,stuknięcia na górkach I dołkach,słaba siła hamowania,słaba siła silnika,wieksze zuzycie paliwa,miękki pedał hamulca,spryskiwacze nie działaja,wysoka temperatura silnika,samochód gaśnie,diagnoza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,słaby hamulec ręczny
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,przepalona żarówka
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,przepalona żarówka
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,zużyty filtr powietrza
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,awaria chłodnicy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,słaby hamulec ręczny
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,zepsuta skrzynia biegów
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zużyty filtr powietrza
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,brak płynu do spryskiwaczy
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,awaria chłodnicy
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,słaby hamulec ręczny
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,awaria chłodnicy
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zamarznięty płyn do spryskiwaczy
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,zapowietrzone hamulce
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,przepalony bezpiecznik
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,zapowietrzone hamulce
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,przepalona żarówka
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dziurawe koło
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,zepsute sprzęgło
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,zła rozbieżność kół
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,zepsuty rozrząd
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,peknięta miska olejowa
